Name;RG;StrasseHausnummer;PLZ;Ort;Land;AdresseVoll;Latitude;Longitude
NOR059;NOR;Brauner Berg 9;24159;Kiel;DE;Brauner Berg 9, 24159 Kiel, DE;54.3996148;10.1829819
NOR072;NOR;Mühlendamm 1;24113;Kiel;DE;Mühlendamm 1, 24113 Kiel, DE;54.3127378;10.0982067
NOR084;NOR;Langer Rehm 10;24149;Kiel;DE;Langer Rehm 10, 24149 Kiel, DE;54.3343685;10.1904049
NOR097;NOR;Prinz-Heinrich-Straße 20;24106;Kiel;DE;Prinz-Heinrich-Straße 20, 24106 Kiel, DE;54.3599655;10.1336428
NOR102;NOR;Stormarnstraße 29;24113;Kiel;DE;Stormarnstraße 29, 24113 Kiel, DE;54.3050089;10.1277572
NOR105;NOR;Preusserstraße 1-9;24105;Kiel;DE;Preusserstraße 1-9, 24105 Kiel, DE;54.3294082;10.1338522
NOR106;NOR;Ostring 232;24148;Kiel;DE;Ostring 232, 24148 Kiel, DE;54.3123630;10.1593811
NOR112;NOR;Tornescher Hof 1-5;25436;Tornesch;DE;Tornescher Hof 1-5, 25436 Tornesch, DE;53.6966184;9.7139407
NOR113;NOR;Grüner Weg 3;25462;Rellingen;DE;Grüner Weg 3, 25462 Rellingen, DE;53.6536640;9.8235140
NOR118;NOR;Feldstraße 5;22880;Wedel;DE;Feldstraße 5, 22880 Wedel, DE;53.5778430;9.7068182
NOR131;NOR;Wedenkamp 9b;25335;Elmshorn;DE;Wedenkamp 9b, 25335 Elmshorn, DE;53.7519455;9.6486196
NOR132;NOR;Hainholzer Damm 9a;25337;Elmshorn;DE;Hainholzer Damm 9a, 25337 Elmshorn, DE;53.7452430;9.6722833
RAD001;RAD;Schlagbaumer Straße 126;42653;Solingen;DE;Schlagbaumer Straße 126, 42653 Solingen, DE;51.1893809;7.0777226
RAD006;RAD;Weyerstraße 306;42719;Solingen;DE;Weyerstraße 306, 42719 Solingen, DE;51.1797358;7.0333133
RAD007;RAD;Hohe Steinert 5;58509;Lüdenscheid;DE;Hohe Steinert 5, 58509 Lüdenscheid, DE;51.2274028;7.6070424
RAD009;RAD;Bräuckenstraße 83;58511;Lüdenscheid;DE;Bräuckenstraße 83, 58511 Lüdenscheid, DE;51.2175679;7.6537141
RAD012;RAD;Kölner Straße 90;58509;Lüdenscheid;DE;Kölner Straße 90, 58509 Lüdenscheid, DE;51.2150266;7.6157359
RAD017;RAD;Parkstraße 2;42489;Wülfrath;DE;Parkstraße 2, 42489 Wülfrath, DE;51.2803454;7.0352600
RAD019;RAD;Wülfrather Straße 25;42553;Velbert;DE;Wülfrather Straße 25, 42553 Velbert, DE;51.3120879;7.0672569
RAD024;RAD;Am Buschberg 50;42549;Velbert;DE;Am Buschberg 50, 42549 Velbert, DE;51.3460542;7.0281475
RAD038;RAD;Heinrichstraße 6;58791;Werdohl;DE;Heinrichstraße 6, 58791 Werdohl, DE;51.2588263;7.7569303
RAD040;RAD;Höseler Straße 65;42579;Heiligenhaus;DE;Höseler Straße 65, 42579 Heiligenhaus, DE;51.3247942;6.9436295
RAD054;RAD;Bahnhofsplatz 24;42499;Hückeswagen;DE;Bahnhofsplatz 24, 42499 Hückeswagen, DE;51.1517819;7.3423022
RAD055;RAD;Friedrich-Ebert-Straße 294-296;58566;Kierspe;DE;Friedrich-Ebert-Straße 294-296, 58566 Kierspe, DE;51.1265063;7.5998389
RAD060;RAD;Briller Straße 179;42105;Wuppertal;DE;Briller Straße 179, 42105 Wuppertal, DE;51.2630360;7.1313358
RAD061;RAD;Unterdörnen 80;42283;Wuppertal;DE;Unterdörnen 80, 42283 Wuppertal, DE;51.2685549;7.1923366
RAD068;RAD;Steinbecker Meile 6;42117;Wuppertal;DE;Steinbecker Meile 6, 42117 Wuppertal, DE;51.2493947;7.1342576
RAD069;RAD;Klotzbahn 5;42105;Wuppertal;DE;Klotzbahn 5, 42105 Wuppertal, DE;51.2600228;7.1448059
RAD072;RAD;Ronsdorfer Straße 2;42119;Wuppertal;DE;Ronsdorfer Straße 2, 42119 Wuppertal, DE;51.2535455;7.1549219
RAD074;RAD;Benrather Straße 14;42115;Wuppertal;DE;Benrather Straße 14, 42115 Wuppertal, DE;51.2539458;7.1003730
RAD075;RAD;Kaiserstraße 33;42327;Wuppertal;DE;Kaiserstraße 33, 42327 Wuppertal, DE;51.2327688;7.0725062
RAD076;RAD;Altenaer Straße 29;58762;Altena;DE;Altenaer Straße 29, 58762 Altena, DE;51.2976199;7.7478612
RAD079;RAD;Rutenbecker Weg 3;42327;Wuppertal;DE;Rutenbecker Weg 3, 42327 Wuppertal, DE;51.2378657;7.0982400
RAD090;RAD;Hagener Straße 9;57072;Siegen;DE;Hagener Straße 9, 57072 Siegen, DE;50.8825373;8.0282003
RAD098;RAD;Alte Schulstraße 2;57223;Kreuztal;DE;Alte Schulstraße 2, 57223 Kreuztal, DE;50.9350813;8.0051117
RAD103;RAD;Hundemstraße 44;57368;Lennestadt;DE;Hundemstraße 44, 57368 Lennestadt, DE;51.1025376;8.0712437
RAD111;RAD;Klingelholl 110;42281;Wuppertal;DE;Klingelholl 110, 42281 Wuppertal, DE;51.2805578;7.2036151
RAD112;RAD;Weiherstraße 7;42277;Wuppertal;DE;Weiherstraße 7, 42277 Wuppertal, DE;51.2861119;7.2281030
RAD113;RAD;Bredde 36;42275;Wuppertal;DE;Bredde 36, 42275 Wuppertal, DE;51.2750564;7.2094168
SEE008;SEE;Kandinskyallee 4-12;22115;Hamburg;DE;Kandinskyallee 4-12, 22115 Hamburg, DE;53.5256002;10.1507408
SEE017;SEE;Lüneburger Straße 39;21073;Hamburg;DE;Lüneburger Straße 39, 21073 Hamburg, DE;53.4601049;9.9815366
SEE031;SEE;Dratelnstraße 23-25;21109;Hamburg;DE;Dratelnstraße 23-25, 21109 Hamburg, DE;53.5013444;10.0025654
SEE071;SEE;Eiffestraße 406-418;20537;Hamburg;DE;Eiffestraße 406-418, 20537 Hamburg, DE;53.5505589;10.0619099
SEE072;SEE;Seeveplatz 1;21073;Hamburg;DE;Seeveplatz 1, 21073 Hamburg, DE;53.4589890;9.9867192
SEE075;SEE;Wandsbeker Marktstraße 103-107;22041;Hamburg;DE;Wandsbeker Marktstraße 103-107, 22041 Hamburg, DE;53.5728661;10.0681643
SEE089;SEE;Möllner Landstraße 131;22117;Hamburg;DE;Möllner Landstraße 131, 22117 Hamburg, DE;53.5388372;10.1231606
SEF014;SEF;Frankfurter Allee 144;10365;Berlin;DE;Frankfurter Allee 144, 10365 Berlin, DE;52.5119175;13.4817759
SEF035;SEF;Senftenberger Ring 17;13439;Berlin;DE;Senftenberger Ring 17, 13439 Berlin, DE;52.5990860;13.3546038
SEF038;SEF;Marzahner Chaussee 218;12681;Berlin;DE;Marzahner Chaussee 218, 12681 Berlin, DE;52.5250592;13.5346989
SEF042;SEF;Tangermünder Straße 125;12627;Berlin;DE;Tangermünder Straße 125, 12627 Berlin, DE;52.5400021;13.6086235
SEF053;SEF;Leipziger Platz 12;10117;Berlin;DE;Leipziger Platz 12, 10117 Berlin, DE;52.5105630;13.3809599
SEF066;SEF;Jan-Petersen-Straße 16;12679;Berlin;DE;Jan-Petersen-Straße 16, 12679 Berlin, DE;52.5496535;13.5638139
SEF068;SEF;Havemannstraße 33;12689;Berlin;DE;Havemannstraße 33, 12689 Berlin, DE;52.5667178;13.5784781
SEF081;SEF;Ollenhauerstraße 106;13403;Berlin;DE;Ollenhauerstraße 106, 13403 Berlin, DE;52.5707046;13.3280494
SEF083;SEF;Müllerstraße 128;13349;Berlin;DE;Müllerstraße 128, 13349 Berlin, DE;52.5524232;13.3480665
SEF085;SEF;Gerichtstraße 2-3;13347;Berlin;DE;Gerichtstraße 2-3, 13347 Berlin, DE;52.5426182;13.3784914
SEF089;SEF;Friedrichstraße 149;10117;Berlin;DE;Friedrichstraße 149, 10117 Berlin, DE;52.5188736;13.3879581
SHO001;SHO;Werner-Bock-Straße 38;33602;Bielefeld;DE;Werner-Bock-Straße 38, 33602 Bielefeld, DE;52.0251311;8.5503818
SHO010;SHO;Borchener Straße 25;33098;Paderborn;DE;Borchener Straße 25, 33098 Paderborn, DE;51.7120946;8.7464493
SHO018;SHO;Pohlweg 110;33100;Paderborn;DE;Pohlweg 110, 33100 Paderborn, DE;51.7037055;8.7703065
SHO020;SHO;Kampstraße 20/22;33332;Gütersloh;DE;Kampstraße 20/22, 33332 Gütersloh, DE;51.9020685;8.3975197
